,mean_red,mean_green,total_red,total_green
0,828.5668560181253,162.1002789867765,657539057.0,128640512.0
1,759.6243444840528,144.92497444640415,774380807.0,147740287.0
2,661.5659683390359,133.40153100582063,358480105.0,72285754.0
3,672.0380572488735,137.1048847071296,253559959.0,51729673.0
4,1209.3156974680317,150.9469703941919,2299495659.0,287023400.0
5,614.1609860414725,93.25176056338029,195003483.0,29608553.0
6,639.346773355888,93.38097622863248,172347431.0,25172523.0
7,645.7586567968525,93.00517411323852,231264902.0,33307850.0
8,495.21911228285603,78.36531956131797,164545464.0,26038288.0
9,593.8478020725225,77.07316629713495,604242514.0,78422255.0
10,557.7603697137567,108.9333368315711,744055122.0,145317616.0
11,620.258890719649,145.6235533596147,567675823.0,133278171.0
12,1359.828220890391,176.12630124831708,3178553592.0,411689417.0
13,735.9367936567198,141.01126629964102,480965604.0,92156785.0
14,755.0938152330441,155.35902607454256,363899342.0,74871554.0
15,906.9556843748235,183.2581040378674,818735198.0,165432405.0
16,1081.4745648677808,197.87994116808827,1062505501.0,194409127.0
17,926.6006789870077,198.54455710498445,817170992.0,175096842.0
