,mean_red,mean_green,total_red,total_green
0,857.818298600838,201.4925679793451,678450208.0,159360875.0
1,877.2419493872646,210.62309001550852,916920480.0,220149783.0
2,789.3355484729863,175.20563438954719,716236762.0,158980191.0
3,607.5990287400627,147.80938409942402,494957460.0,120407298.0
4,554.4355719413934,124.56249273887448,377011199.0,84701374.0
5,480.9361403462669,119.91217408823542,219615641.0,54756935.0
6,870.272795045526,144.00856771216127,1568940849.0,259620806.0
7,490.8189093899681,108.15616504595609,257819320.0,56812703.0
8,567.0757963203946,96.81072139233463,261899987.0,44711354.0
9,638.0902159844941,129.0327910045394,505338737.0,102188164.0
10,612.408308662019,136.64587240951198,641252740.0,143081893.0
11,797.8251141709404,139.58675796358182,1068113902.0,186876239.0
12,547.6184117396568,152.51729570488664,376794872.0,104941203.0
13,563.1314989863088,163.3700781504008,330815541.0,95972896.0
14,1275.9529244487385,199.22771535656545,2514471942.0,392610488.0
15,543.5860528188333,152.90768563618113,226886839.0,63821986.0
16,741.2722052733914,170.33893865065613,455582191.0,104689460.0
17,687.9111219569809,173.98056080480214,396060701.0,100168264.0
