Glomerulus,SynapseCount
PB(R1),0
PB(R2),1
PB(R3),2
PB(R4),2
PB(R5),1
PB(R6),0
PB(R7),0
PB(R8),0
PB(R9),1
PB(L1),0
PB(L2),0
PB(L3),1
PB(L4),1
PB(L5),3
PB(L6),1
PB(L7),1
PB(L8),1
PB(L9),3
