target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
734581598,L6R3_L,Delta7,520,41
734581598,L6R3_L,EPG,376,42
734581598,L6R3_L,LPsP,20,2
734581598,L6R3_L,IbSpsP,19,13
734581598,L6R3_L,P1-9,13,2
734581598,L6R3_L,PFNv,12,7
734581598,L6R3_L,PFR_b,12,6
734581598,L6R3_L,EPGt,6,1
734581598,L6R3_L,PFGs,6,5
734581598,L6R3_L,SpsP,4,2
734581598,L6R3_L,,4,2
734581598,L6R3_L,PFNa,2,2
734581598,L6R3_L,PEN_b(PEN2),1,1
734581598,L6R3_L,PFL1,1,1
734581598,L6R3_L,PFL2,1,1
734581598,L6R3_L,SIFa,1,1
