target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
911134009,L4R5_R,Delta7,565,41
911134009,L4R5_R,EPG,395,36
911134009,L4R5_R,IbSpsP,24,12
911134009,L4R5_R,LPsP,23,2
911134009,L4R5_R,P1-9,16,2
911134009,L4R5_R,PFNv,14,8
911134009,L4R5_R,PFR_b,14,9
911134009,L4R5_R,EPGt,12,3
911134009,L4R5_R,,7,5
911134009,L4R5_R,PFGs,3,3
911134009,L4R5_R,SpsP,3,3
911134009,L4R5_R,P6-8P9,2,1
911134009,L4R5_R,PFL1,2,2
911134009,L4R5_R,PFNd,2,2
911134009,L4R5_R,SIFa,2,2
911134009,L4R5_R,PFNp_a,1,1
