target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
880875736,L5R4_L,Delta7,593,41
880875736,L5R4_L,EPG,411,41
880875736,L5R4_L,LPsP,24,2
880875736,L5R4_L,IbSpsP,20,12
880875736,L5R4_L,P1-9,12,2
880875736,L5R4_L,PFGs,12,7
880875736,L5R4_L,PFNv,12,8
880875736,L5R4_L,PFR_b,10,8
880875736,L5R4_L,EPGt,7,2
880875736,L5R4_L,,4,3
880875736,L5R4_L,SIFa,3,1
880875736,L5R4_L,PFL3,3,2
880875736,L5R4_L,SpsP,2,2
880875736,L5R4_L,PFNa,1,1
880875736,L5R4_L,PFNd,1,1
880875736,L5R4_L,PFNm_b,1,1
880875736,L5R4_L,PFL2,1,1
880875736,L5R4_L,PEN_b(PEN2),1,1
