target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
910796989,L5R4_L,Delta7,676,41
910796989,L5R4_L,EPG,469,41
910796989,L5R4_L,LPsP,29,2
910796989,L5R4_L,IbSpsP,20,11
910796989,L5R4_L,EPGt,13,4
910796989,L5R4_L,P1-9,12,2
910796989,L5R4_L,PFNv,12,8
910796989,L5R4_L,PFGs,10,5
910796989,L5R4_L,PFR_b,9,8
910796989,L5R4_L,,6,4
910796989,L5R4_L,P6-8P9,3,2
910796989,L5R4_L,SIFa,3,2
910796989,L5R4_L,PFL1,2,2
910796989,L5R4_L,PFNa,1,1
910796989,L5R4_L,PFNm_a,1,1
910796989,L5R4_L,PFNm_b,1,1
910796989,L5R4_L,PFNp_c,1,1
910796989,L5R4_L,PEN_b(PEN2),1,1
910796989,L5R4_L,SpsP,1,1
910796989,L5R4_L,PFL3,1,1
