target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
911129204,L7R2_L,Delta7,580,41
911129204,L7R2_L,EPG,417,41
911129204,L7R2_L,LPsP,26,2
911129204,L7R2_L,PFR_b,22,6
911129204,L7R2_L,IbSpsP,18,11
911129204,L7R2_L,P1-9,14,2
911129204,L7R2_L,PFNv,10,9
911129204,L7R2_L,,4,4
911129204,L7R2_L,SpsP,3,3
911129204,L7R2_L,PFGs,3,3
911129204,L7R2_L,EPGt,2,1
911129204,L7R2_L,SIFa,2,1
911129204,L7R2_L,PEN_a(PEN1),1,1
911129204,L7R2_L,PFL2,1,1
911129204,L7R2_L,PFL3,1,1
911129204,L7R2_L,P6-8P9,1,1
911129204,L7R2_L,PFR_a,1,1
