target_id,target_instance,upstream_type,synapse_count,n_upstream_cells
973959177,L6R3_L,Delta7,552,41
973959177,L6R3_L,EPG,369,42
973959177,L6R3_L,LPsP,21,2
973959177,L6R3_L,IbSpsP,19,13
973959177,L6R3_L,EPGt,13,3
973959177,L6R3_L,PFR_b,12,8
973959177,L6R3_L,PFNv,11,8
973959177,L6R3_L,P1-9,8,2
973959177,L6R3_L,PFGs,6,6
973959177,L6R3_L,SpsP,4,3
973959177,L6R3_L,PFL2,2,2
973959177,L6R3_L,PEN_a(PEN1),2,2
973959177,L6R3_L,,2,2
973959177,L6R3_L,PFNa,1,1
973959177,L6R3_L,PFNd,1,1
973959177,L6R3_L,PFL3,1,1
973959177,L6R3_L,PFL1,1,1
973959177,L6R3_L,SIFa,1,1
