mean_red,mean_green,total_red,total_green,glomerulus
685.5,169.2,1113470715.0,116983678.0,L8
570.5,164.1,1327073503.0,133308301.0,L7
475.9,147.7,1222451506.0,119161679.0,L6
369.2,123.8,603380498.0,51102201.0,L5
1121.7,144.4,3704819661.0,282957098.0,L4
346.1,97.8,440629584.0,34472675.0,L3
333.0,107.6,457558217.0,44704944.0,L2
387.4,142.9,674706316.0,75909362.0,L1+9
685.5,169.2,1113470715.0,116983678.0,added
