,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,980.479762105605,462.54377002739983,621850660.0,19919910.0,634231,43066
2,902.1690075772724,459.7850487482108,726400322.0,17024461.0,805171,37027
3,805.3443673382343,438.1327070242021,328541040.0,7042107.0,407951,16073
4,816.5737621038539,540.4024646828975,233003607.0,7191676.0,285343,13308
5,1403.1570266866634,522.9540178984521,2229505666.0,79121897.0,1588921,151298
6,753.2365406374757,394.8,176411764.0,949494.0,234205,2405
7,771.4386751186421,425.9920212765957,157841753.0,1922076.0,204607,4512
8,770.2332811500096,478.0463054187192,213038053.0,3396519.0,276589,7105
9,597.6515953149406,373.87357954545456,144250982.0,1052828.0,241363,2816
10,680.7899147934165,358.61163793103447,560889195.0,1663958.0,823880,4640
11,666.3885874288688,413.4464226427623,670898039.0,9962405.0,1006767,24096
12,764.901007104147,487.6875438469168,513045877.0,20159540.0,670735,41337
13,1564.5452416454298,488.9424073652615,3098492672.0,113863441.0,1980443,232877
14,897.8378643415925,433.00073388510623,445879751.0,10620209.0,496615,24527
15,925.5533871224122,487.396137290008,337717771.0,12794636.0,364882,26251
16,1067.9090848116514,461.8218540902223,780171661.0,42792413.0,730560,92660
17,1240.067792684942,430.222778666942,1028086884.0,58330895.0,829057,135583
18,1108.180717768414,432.9698414962469,776625237.0,48567959.0,700811,112174
