,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,189.3302752293578,173.76190476190476,20637.0,3649.0,109,21
2,709.4243179361857,277.842626472248,221206306.0,15262729.0,311811,54933
3,747.5207259104511,315.733487406559,359966363.0,30875262.0,481547,97789
4,769.3057386555214,306.5878350252729,415254313.0,36089987.0,539778,117715
5,728.9541592408635,307.6583225558204,337851300.0,28784205.0,463474,93559
6,615.4006644342259,269.4628531693749,394932761.0,22088409.0,641749,81972
7,493.5579354027832,267.55497242483546,218336211.0,9023559.0,442372,33726
8,1058.7652869736696,303.39263267252227,1597812340.0,99583474.0,1509128,328233
9,534.7264749757712,296.98874680306903,161662251.0,6386743.0,302327,21505
10,567.9437269108508,303.0507218728076,376808513.0,24621962.0,663461,81247
11,533.7239392891852,303.03134291230856,409144766.0,25582209.0,766585,84421
12,591.0240448333974,281.5282806890674,341589439.0,21800987.0,577962,77438
13,625.6008444151721,316.6159318856027,328649394.0,24654566.0,525334,77869
14,659.8108380379025,300.62036300421346,327481274.0,20405509.0,496326,67878
15,647.1901271700915,309.99791205267593,480264908.0,41571650.0,742077,134103
16,1355.127769457602,329.9769351055512,2334505711.0,202579440.0,1722720,613920
17,642.4955881331202,300.66514545037353,277423170.0,35378967.0,431790,117669
18,909.5143324342077,342.77623183188587,260306640.0,38087581.0,286204,111115
