,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,427.1347354283966,159.4496683694488,214994852.0,15481925.0,503342,97096
2,558.450000179849,176.77234191617742,776276215.0,65097122.0,1390055,368254
3,454.0206299185608,184.12010403291103,609287967.0,45024362.0,1341983,244538
4,311.55488079929444,193.51964328753917,46275558.0,802913.0,148531,4149
5,494.7194821567438,184.3361756859756,144410101.0,3869585.0,291903,20992
6,672.1193393820911,182.94729132736498,1132133274.0,54705082.0,1684423,299021
7,367.9289927979443,184.41579939359173,91496214.0,2250426.0,248679,12203
8,381.5033785006895,137.27005036807438,115913316.0,354294.0,303833,2581
9,277.85739652771485,150.79432782492185,67442103.0,1350514.0,242722,8956
10,412.1604574182484,180.51560207375525,392717200.0,12917877.0,952826,71561
11,426.2971913278454,211.95618323964172,442511405.0,26053866.0,1038035,122921
12,429.25495621264616,223.77468070417675,306251090.0,15558606.0,713448,69528
13,425.7903729336317,210.83072724071138,271686618.0,11973077.0,638076,56790
14,677.3954106547403,202.52373234680994,1500224229.0,103466337.0,2214695,510885
15,468.2955872750238,224.31433928322588,382247678.0,17706701.0,816253,78937
16,436.7799881304941,213.3464023592964,297331862.0,22353796.0,680736,104777
17,436.8586582605788,198.7573604903974,440284067.0,26328195.0,1007841,132464
18,458.09851819714896,207.62899720224746,252358686.0,17959493.0,550883,86498
