mean_red,mean_green,total_red,total_green,glomerulus
245.0,196.6,428060686.0,38430026.0,R3
247.6,191.5,417386760.0,50664850.0,R4
235.9,182.6,422533670.0,48359963.0,R5
238.8,197.4,623872398.0,91129389.0,R6
752.6,274.6,2470894677.0,249433864.0,R7
292.0,241.2,341669150.0,55929258.0,R8
338.7,234.4,793518228.0,100459498.0,R1+9
245.5,202.2,507448373.0,44097629.0,R2
245.0,196.6,428060686.0,38430026.0,added
