Glomerulus,SynapseCount
PB(L1),2.0
PB(L2),9.0
PB(L3),29.0
PB(L4),8.0
PB(L5),0.0
PB(L6),0.0
PB(L7),0.0
PB(L8),779.0
PB(L9),51.0
PB(R1),632.0
PB(R2),346.0
PB(R3),6.0
PB(R4),10.0
PB(R5),27.0
PB(R6),11.0
PB(R7),3.0
PB(R8),11.0
PB(R9),778.0
