,mean_red,mean_green,total_red,total_green
1,781.1,235.9,113158020.0,5304226.0
2,779.5,240.8,355003909.0,17225573.0
3,700.9,239.1,475299583.0,16043139.0
4,554.3,214.2,387001148.0,9527123.0
5,485.7,204.3,188645174.0,3764394.0
6,428.5,196.7,271753976.0,7088330.0
7,843.7,201.8,2053102785.0,60475056.0
8,479.4,194.2,234639661.0,2245639.0
9,427.1,213.7,178165410.0,4301697.0
10,564.3,213.3,625789811.0,14675725.0
11,487.3,193.0,677301186.0,18904471.0
12,509.6,178.6,719640955.0,22492174.0
13,502.8,217.6,625726417.0,19875017.0
14,480.7,197.5,345787304.0,8368798.0
15,1116.9,225.0,2761396158.0,112059307.0
16,702.7,226.4,501200709.0,27741649.0
17,860.5,239.2,851074662.0,66066910.0
18,754.3,241.7,348051503.0,26374082.0
