,mean_red,mean_green,total_red,total_green
1,902.2,218.2,626355566.0,75078204.0
2,771.0,202.2,753356836.0,82284195.0
3,596.7,191.6,367843247.0,43201608.0
4,570.3,199.7,268263940.0,35314888.0
5,1077.5,239.5,2336781438.0,194235052.0
6,452.1,168.6,223339602.0,10755999.0
7,397.2,171.7,211051794.0,11849573.0
8,404.1,180.4,279511175.0,17030151.0
9,284.5,162.2,229708639.0,9319049.0
10,371.6,149.4,728626359.0,20746715.0
11,425.3,175.3,821083917.0,64181141.0
12,679.5,239.1,517570407.0,49854822.0
13,1728.8,301.8,3013280035.0,198582611.0
14,1040.2,255.5,411693995.0,22747124.0
15,1112.1,302.4,309004254.0,19755399.0
16,1454.9,365.5,699107483.0,51135934.0
17,1717.7,363.6,935260883.0,65715393.0
18,1673.3,375.5,681486275.0,48451524.0
