,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,202.98750099924365,130.4830355759587,264083491.0,144020781.0,1300984,1103751
2,266.7377931803537,130.36048996587678,399462518.0,168054356.0,1497585,1289151
3,162.33857291130388,117.08697108137798,235864310.0,140907847.0,1452916,1203446
4,318.2198005517717,134.85041568088153,1247107217.0,436945823.0,3919012,3240226
5,104.50384388189879,104.30073180845532,292260884.0,225873039.0,2796652,2165594
6,124.59853873145389,109.48921766023072,319548029.0,211426745.0,2564621,1931028
7,180.23605673386322,103.32200492921984,485857652.0,188608224.0,2695674,1825441
8,141.94653890272622,97.08906881085383,397221775.0,156633018.0,2798390,1613292
9,131.1658450544402,93.41447925298064,309204723.0,104731550.0,2357357,1121149
10,114.39488004100524,97.79580815895471,128552276.0,31854833.0,1123759,325728
11,93.43383629919418,93.53851696631665,106685277.0,24015453.0,1141827,256744
12,272.6899822025433,124.5312304497975,1110527771.0,257181399.0,4072492,2065196
13,97.96726546479455,91.67433527630118,274940722.0,144709130.0,2806455,1578513
14,108.00765169026211,97.65974681070871,286389957.0,161932263.0,2651571,1658127
15,109.43917143226322,96.08780119125161,210047915.0,120523986.0,1919312,1254311
16,151.06020757539278,104.20739387040145,318719515.0,160744907.0,2109884,1542548
17,208.52389008449939,109.20409213590034,443480477.0,201577868.0,2126761,1845882
18,110.78218611793567,107.43553741338243,152724211.0,129228299.0,1378599,1202845
