Glomerulus,SynapseCount
PB(R1),23
PB(R2),23
PB(R3),76
PB(R4),70
PB(R5),59
PB(R6),30
PB(R7),10
PB(R8),17
PB(R9),5
PB(L1),38
PB(L2),9
PB(L3),46
PB(L4),111
PB(L5),73
PB(L6),37
PB(L7),29
PB(L8),14
PB(L9),54
