Glomerulus,SynapseCount
PB(R1),53
PB(R2),14
PB(R3),36
PB(R4),50
PB(R5),45
PB(R6),43
PB(R7),46
PB(R8),7
PB(R9),36
PB(L1),10
PB(L2),16
PB(L3),54
PB(L4),70
PB(L5),43
PB(L6),26
PB(L7),9
PB(L8),21
PB(L9),11
