Glomerulus,SynapseCount
PB(R1),17
PB(R2),39
PB(R3),96
PB(R4),50
PB(R5),61
PB(R6),23
PB(R7),32
PB(R8),18
PB(R9),37
PB(L1),32
PB(L2),33
PB(L3),18
PB(L4),60
PB(L5),32
PB(L6),15
PB(L7),2
PB(L8),2
PB(L9),0
