Glomerulus,SynapseCount
PB(R1),17
PB(R2),38
PB(R3),66
PB(R4),42
PB(R5),56
PB(R6),40
PB(R7),16
PB(R8),14
PB(R9),17
PB(L1),58
PB(L2),7
PB(L3),33
PB(L4),84
PB(L5),40
PB(L6),43
PB(L7),32
PB(L8),9
PB(L9),32
