Glomerulus,SynapseCount
PB(R1),10
PB(R2),35
PB(R3),62
PB(R4),46
PB(R5),49
PB(R6),33
PB(R7),23
PB(R8),17
PB(R9),12
PB(L1),37
PB(L2),10
PB(L3),25
PB(L4),63
PB(L5),63
PB(L6),37
PB(L7),25
PB(L8),10
PB(L9),36
