Glomerulus,SynapseCount
PB(R1),17
PB(R2),11
PB(R3),63
PB(R4),52
PB(R5),45
PB(R6),37
PB(R7),8
PB(R8),25
PB(R9),18
PB(L1),29
PB(L2),2
PB(L3),33
PB(L4),71
PB(L5),49
PB(L6),44
PB(L7),8
PB(L8),4
PB(L9),38
