Glomerulus,SynapseCount
PB(R1),31
PB(R2),21
PB(R3),53
PB(R4),69
PB(R5),61
PB(R6),45
PB(R7),46
PB(R8),10
PB(R9),33
PB(L1),6
PB(L2),18
PB(L3),60
PB(L4),68
PB(L5),55
PB(L6),27
PB(L7),17
PB(L8),14
PB(L9),13
