Glomerulus,SynapseCount
PB(R1),42
PB(R2),33
PB(R3),8
PB(R4),50
PB(R5),16
PB(R6),24
PB(R7),46
PB(R8),20
PB(R9),11
PB(L1),49
PB(L2),29
PB(L3),86
PB(L4),58
PB(L5),30
PB(L6),28
PB(L7),11
PB(L8),15
PB(L9),25
