Glomerulus,SynapseCount
PB(R1),39
PB(R2),38
PB(R3),38
PB(R4),26
PB(R5),42
PB(R6),25
PB(R7),24
PB(R8),38
PB(R9),9
PB(L1),54
PB(L2),26
PB(L3),22
PB(L4),63
PB(L5),30
PB(L6),17
PB(L7),36
PB(L8),16
PB(L9),8
