Glomerulus,SynapseCount
PB(R1),2
PB(R2),49
PB(R3),27
PB(R4),31
PB(R5),24
PB(R6),31
PB(R7),32
PB(R8),23
PB(R9),0
PB(L1),45
PB(L2),29
PB(L3),83
PB(L4),81
PB(L5),43
PB(L6),15
PB(L7),27
PB(L8),9
PB(L9),13
