glomerulus,mean_red,mean_green,total_red,total_green
R3,1126.9,330.0,1296894610,79796675
R4,965.9,297.3,895327229,66273274
R5,874.9,316.7,695980024,53937260
R6,751.5,304.7,370504884,22481508
R7,1833.3,395.1,3214796538,213919679
R8,1071.7,376.0,515180674,29443297
R1+9,995.8,355.4,894863262,43394492
R2,1130.7,353.2,968068988,49404276
added,1126.9,330.0,1296894610,79796675
