glomerulus,mean_red,mean_green,total_red,total_green
L8,853.8,253.1,1053884314,44939897
L7,703.1,249.5,1246013685,54519721
L6,579.3,222.4,1145191560,49060185
L5,453.2,182.1,557912638,16852201
L4,1296.4,179.3,3621776611,215974917
L3,417.0,136.3,402121259,10167728
L2,416.3,158.3,412636611,17996307
L1+9,513.35,222.05,616027556,33511765
added,853.8,253.1,1053884314,44939897
