glomerulus,mean_red,mean_green,total_red,total_green
L4,436.8,132.6,738163716,32185502
L3,503.7,140.9,738791751,30264226
L2,407.2,137.0,446529149,11873727
L1+9,390.8,147.3,164540653,7599152
L8,925.0,158.8,1893639734,119608832
L7,330.1,136.7,185855605,12722188
L6,330.8,128.2,108805835,4773084
L5,356.0,132.1,507723142,23976721
added,436.8,132.6,738163716,32185502
