glomerulus,mean_red,mean_green,total_red,total_green
R8,1717.7,363.6,935260883.0,65715393.0
R1+9,1022.45,262.45,1410112634.0,69198239.0
R2,425.3,175.3,821083917.0,64181141.0
R3,679.5,239.1,517570407.0,49854822.0
R4,1728.8,301.8,3013280035.0,198582611.0
R5,1040.2,255.5,411693995.0,22747124.0
R6,1112.1,302.4,309004254.0,19755399.0
R7,1454.9,365.5,699107483.0,51135934.0
added,1717.7,363.6,935260883.0,65715393.0
