mean_red,mean_green,total_red,total_green,glomerulus
454.7,210.1,369829567.0,31955660.0,R3
455.0,210.6,360400784.0,38288630.0,R4
468.8,202.1,359384878.0,33224751.0,R5
497.2,223.7,516007221.0,59718874.0,R6
1267.8,294.3,2347975867.0,220623746.0,R7
653.1,293.8,274771014.0,34759637.0,R8
678.3,271.2,684059928.0,77447432.0,R1+9
413.5,209.5,446333947.0,38776420.0,R2
454.7,210.1,369829567.0,31955660.0,added
