mean_red,mean_green,total_red,total_green,glomerulus
225.3,95.9,789112629.0,42557611.0,R5
247.8,107.2,826855859.0,77444316.0,R6
326.3,118.2,888783480.0,91341665.0,R7
286.2,114.2,680133294.0,81811782.0,R8
601.4,131.8,4145708868.0,278150847.0,R1+9
156.5,90.9,365007175.0,15677499.0,R2
161.9,98.6,310891586.0,22299458.0,R3
181.6,97.2,470016674.0,34280869.0,R4
225.3,95.9,789112629.0,42557611.0,added
