mean_red,mean_green,total_red,total_green,glomerulus
177.4,68.7,441474564.0,170901097.0,R3
178.8,79.8,431059310.0,192524193.0,R4
163.5,73.9,438522023.0,198056485.0,R5
161.2,84.3,653377501.0,341647163.0,R6
625.6,125.8,2490413557.0,500665724.0,R7
210.2,110.6,356243250.0,187455178.0,R8
237.0,96.8,824089054.0,352841244.0,R1+9
183.3,67.6,521025858.0,191982062.0,R2
177.4,68.7,441474564.0,170901097.0,added
