glomerulus,mean_red,mean_green,total_red,total_green
R3,1321.87897523149,178.982749751219,1253966121.0,169787332.0
R4,1224.81290322581,179.187649604191,846333468.0,123816874.0
R5,1184.34530380136,175.596716734685,643960519.0,95476676.0
R6,993.846762389452,156.832377572122,338817269.0,53466510.0
R7,2060.9203013386,229.75799142284,3169293544.0,353322988.0
R8,1248.3109130498,182.25826681584,497629159.0,72655800.0
R9,1081.44861004043,196.988350140805,137480236.0,25042341.0
R1,1401.68158922517,155.999166995057,718504786.0,79965485.0
R2,1327.22941490938,170.389243158392,935971474.0,120159687.0
