Glomerulus,SynapseCount
PB(R1),5
PB(R2),1
PB(R3),0
PB(R4),2
PB(R5),1
PB(R6),1
PB(R7),2
PB(R8),0
PB(R9),7
PB(L1),1
PB(L2),1
PB(L3),1
PB(L4),4
PB(L5),0
PB(L6),4
PB(L7),1
PB(L8),0
PB(L9),0
