Glomerulus,SynapseCount
PB(R1),0
PB(R2),0
PB(R3),4
PB(R4),0
PB(R5),3
PB(R6),1
PB(R7),0
PB(R8),3
PB(R9),0
PB(L1),4
PB(L2),0
PB(L3),0
PB(L4),1
PB(L5),0
PB(L6),0
PB(L7),2
PB(L8),2
PB(L9),0
