Glomerulus,SynapseCount
PB(R1),1
PB(R2),1
PB(R3),1
PB(R4),0
PB(R5),0
PB(R6),0
PB(R7),1
PB(R8),3
PB(R9),1
PB(L1),8
PB(L2),1
PB(L3),1
PB(L4),5
PB(L5),3
PB(L6),1
PB(L7),0
PB(L8),0
PB(L9),4
