mean_red,mean_green,total_red,total_green,glomerulus
238.4,117.2,443226842.0,138008001.0,R2
236.1,117.3,465198042.0,152585521.0,R3
242.3,125.9,380917930.0,146220555.0,R4
249.0,137.6,356924814.0,152329186.0,R5
807.7,194.6,1943436686.0,382879940.0,R6
369.5,153.5,334649908.0,118115382.0,R7
379.7,163.2,329459424.0,119465275.0,R8
265.2,133.1,731724361.0,215052278.0,R1+9
238.4,117.2,443226842.0,138008001.0,added
