Glomerulus,SynapseCount
PB(R1),1
PB(R2),0
PB(R3),0
PB(R4),0
PB(R5),0
PB(R6),0
PB(R7),0
PB(R8),0
PB(R9),0
PB(L1),0
PB(L2),1
PB(L3),1
PB(L4),0
PB(L5),0
PB(L6),3
PB(L7),0
PB(L8),1
PB(L9),1
