glomerulus,mean_red,mean_green,total_red,total_green
glom_1,558.3276496256977,132.82810274843692,146629124.0,34883582.0
glom_2,581.8565270056447,130.7952868810646,313673617.0,70510562.0
glom_3,571.6374827893416,130.48333545453494,247030280.0,56387721.0
glom_4,518.6726710514349,123.30341203082882,268044331.0,63721847.0
glom_5,510.58753649338496,100.5983598289784,182235840.0,35904963.0
glom_6,497.07650430549376,114.62927968406022,170926218.0,39416768.0
glom_7,860.2030800893206,173.45201660443217,1204584523.0,242893358.0
glom_8,450.3536367852174,77.8090393464845,126247635.0,21812208.0
glom_9,435.60281800848696,84.15724763528405,82019219.0,15845884.0
glom_10,479.8118002068504,102.87398917077326,197166664.0,42273494.0
glom_11,619.7941257249431,120.0582871328445,582224685.0,112780834.0
glom_12,602.543960968346,133.18080059766265,472628855.0,104465555.0
glom_13,578.4076927372741,123.97456510205791,414290294.0,88798022.0
glom_14,522.5156958171272,130.10216234176596,240604370.0,59908533.0
glom_15,968.0297445885998,208.74397347800888,1389595082.0,299649469.0
glom_16,607.6569642628862,156.85071258226765,275695180.0,71163482.0
glom_17,576.9002589334094,150.7450353861872,278943967.0,72888541.0
glom_18,608.9126741356159,157.7831570996979,290232137.0,75205764.0
