glomerulus,mean_red,mean_green,total_red,total_green
glom_1,962.697884919032,159.97142253883158,0.0,0.0
glom_2,946.590983733162,154.3231499621985,0.0,0.0
glom_3,935.0431422255886,156.90530144940976,0.0,0.0
glom_4,843.6925924417474,149.6149780293877,0.0,0.0
glom_5,864.6630449913692,116.4486051561891,0.0,0.0
glom_6,850.9027999940203,141.20641920679293,0.0,0.0
glom_7,1274.2726952415323,227.46508316154566,0.0,0.0
glom_8,754.8132729051064,94.20400337003574,0.0,0.0
glom_9,728.3835959248948,107.99383995735356,0.0,0.0
glom_10,778.947419819691,132.5700870580109,0.0,0.0
glom_11,961.63808079386,145.7557071489213,0.0,0.0
glom_12,1014.9593237366706,172.42937841755528,0.0,0.0
glom_13,947.4334680353631,148.39912985585335,0.0,0.0
glom_14,962.6186659372808,155.38826124701208,0.0,0.0
glom_15,1541.1213207674716,267.6377825310033,0.0,0.0
glom_16,1126.7128967493063,185.49667260709694,0.0,0.0
glom_17,1044.8493747601801,177.63465915362661,0.0,0.0
glom_18,1112.0621751101035,197.91412196791197,0.0,0.0
