glomerulus,mean_red,mean_green,total_red,total_green
glom_1,171.2443172756696,21.728614537892646,54761364.0,6948485.0
glom_2,140.93372923940353,13.158188403432636,4319196.0,403259.0
glom_3,119.83680773577797,23.65779228933819,1908521.0,376774.0
glom_4,123.24287251736621,20.021680853145483,6298327.0,1023208.0
glom_5,127.5243727255315,19.30501819574794,5326438.0,806332.0
glom_6,134.29921240217337,23.86715517671103,5388353.0,957598.0
glom_7,148.00851081937913,16.231536841209387,6956252.0,762866.0
glom_8,155.21861729866646,13.052149295984504,4166999.0,350398.0
glom_9,190.307097371684,18.35368989851057,49728767.0,4795966.0
glom_10,179.98313376820659,11.458984898579216,8056765.0,512950.0
glom_11,133.60337416720395,13.822157747689662,2486626.0,257258.0
glom_12,131.66534829683096,19.900084046077026,2663195.0,402519.0
glom_13,146.3499242519884,19.93324706476455,4636951.0,631565.0
glom_14,124.17218878041378,25.590975770145178,2454760.0,505908.0
glom_15,137.23355863104817,7.784465186138826,1279154.0,72559.0
glom_16,148.3599555646505,12.439296050515976,5074949.0,425511.0
glom_17,238.11432527757435,24.874897935133042,113149070.0,11820253.0
glom_18,198.48713107699143,21.667254352111502,14297822.0,1560779.0
