mean_red,mean_green,total_red,total_green,glomerulus
583.2,95.7,618053406.0,101363726.0,R2
616.2,97.4,660703786.0,104372349.0,R3
622.7,104.4,560436580.0,93975597.0,R4
624.6,106.9,296367631.0,50700903.0,R5
1362.9,136.2,2644803246.0,264232336.0,R6
928.2,145.3,445098623.0,69672252.0,R7
1042.7,173.4,792940387.0,131833841.0,R8
807.0,133.7,894594573.0,141751826.0,R1+9
583.2,95.7,618053406.0,101363726.0,added
