mean_red,mean_green,total_red,total_green,glomerulus
156.4,88.4,387962060.0,169887010.0,L2
211.5,107.8,545786289.0,237755894.0,L1+9
331.0,131.5,382598278.0,150223730.0,L8
212.3,118.3,215824680.0,114315353.0,L7
366.6,135.7,1225978769.0,411541830.0,L6
129.1,102.2,269938379.0,187268510.0,L5
148.9,108.6,302445718.0,187999018.0,L4
200.0,98.1,476112314.0,197188079.0,L3
156.4,88.4,387962060.0,169887010.0,added
