Glomerulus,SynapseCount
PB(R1),1
PB(R2),1
PB(R3),1
PB(R4),1
PB(R5),0
PB(R6),0
PB(R7),1
PB(R8),0
PB(R9),0
PB(L1),0
PB(L2),0
PB(L3),0
PB(L4),2
PB(L5),1
PB(L6),0
PB(L7),2
PB(L8),1
PB(L9),1
