Glomerulus,SynapseCount
PB(R1),1
PB(R2),2
PB(R3),0
PB(R4),1
PB(R5),2
PB(R6),0
PB(R7),2
PB(R8),1
PB(R9),2
PB(L1),1
PB(L2),0
PB(L3),2
PB(L4),2
PB(L5),3
PB(L6),0
PB(L7),1
PB(L8),0
PB(L9),0
