Glomerulus,SynapseCount
PB(R1),0
PB(R2),1
PB(R3),2
PB(R4),3
PB(R5),2
PB(R6),1
PB(R7),1
PB(R8),0
PB(R9),0
PB(L1),1
PB(L2),1
PB(L3),1
PB(L4),2
PB(L5),1
PB(L6),0
PB(L7),0
PB(L8),0
PB(L9),0
