mean_red,mean_green,total_red,total_green,glomerulus
762.4,146.0,236616654.0,44529787.0,L6
733.2,157.2,377717561.0,79757803.0,L5
685.4,156.0,329535558.0,72939676.0,L4
824.4,179.9,455902689.0,97228359.0,L3
1927.7,190.9,3885209667.0,371604163.0,L2
460.0,67.8,510060536.0,71332434.0,L1+9
918.0,150.0,1080454680.0,173483427.0,L8
630.4,135.3,214936767.0,45078236.0,L7
762.4,146.0,236616654.0,44529787.0,added
