Glomerulus,SynapseCount
PB(R1),2
PB(R2),2
PB(R3),0
PB(R4),0
PB(R5),2
PB(R6),1
PB(R7),0
PB(R8),3
PB(R9),0
PB(L1),1
PB(L2),1
PB(L3),2
PB(L4),5
PB(L5),0
PB(L6),1
PB(L7),2
PB(L8),1
PB(L9),0
