Glomerulus,SynapseCount
PB(R1),1
PB(R2),3
PB(R3),1
PB(R4),0
PB(R5),1
PB(R6),1
PB(R7),0
PB(R8),2
PB(R9),0
PB(L1),4
PB(L2),0
PB(L3),0
PB(L4),3
PB(L5),2
PB(L6),0
PB(L7),1
PB(L8),0
PB(L9),3
