Glomerulus,SynapseCount
PB(R1),0
PB(R2),0
PB(R3),0
PB(R4),0
PB(R5),0
PB(R6),0
PB(R7),0
PB(R8),0
PB(R9),11
PB(L1),0
PB(L2),0
PB(L3),0
PB(L4),0
PB(L5),0
PB(L6),0
PB(L7),7
PB(L8),14
PB(L9),0
