mean_red,mean_green,total_red,total_green,glomerulus
475.2,304.1,1474737862.0,105590828.0,R3
416.2,273.8,1020893373.0,96808433.0,R4
293.4,267.8,846954378.0,97578506.0,R5
191.9,255.1,523348677.0,52232597.0,R6
939.3,371.5,3401949942.0,246210823.0,R7
330.7,305.9,635240296.0,58533819.0,R8
299.0,287.8,1076372175.0,83032140.0,R1+9
484.7,312.5,1089237914.0,70857813.0,R2
475.2,304.1,1474737862.0,105590828.0,added
