Glomerulus,SynapseCount
PB(L1),295.0
PB(L2),2.0
PB(L3),0.0
PB(L4),1.0
PB(L5),0.0
PB(L6),2.0
PB(L7),1.0
PB(L8),3.0
PB(L9),100.0
PB(R1),11.0
PB(R2),0.0
PB(R3),10.0
PB(R4),5.0
PB(R5),2.0
PB(R6),0.0
PB(R7),2.0
PB(R8),181.0
PB(R9),39.0
