Glomerulus,SynapseCount
PB(L1),0.0
PB(L2),1.0
PB(L3),5.0
PB(L4),1.0
PB(L5),0.0
PB(L6),0.0
PB(L7),0.0
PB(L8),128.0
PB(L9),16.0
PB(R1),138.0
PB(R2),67.0
PB(R3),1.0
PB(R4),3.0
PB(R5),4.0
PB(R6),1.0
PB(R7),1.0
PB(R8),0.0
PB(R9),67.0
