Glomerulus,SynapseCount
PB(L1),2.0
PB(L2),0.0
PB(L3),35.0
PB(L4),18.0
PB(L5),0.0
PB(L6),0.0
PB(L7),23.0
PB(L8),589.0
PB(L9),37.0
PB(R1),926.0
PB(R2),59.0
PB(R3),15.0
PB(R4),14.0
PB(R5),15.0
PB(R6),7.0
PB(R7),6.0
PB(R8),1.0
PB(R9),1223.0
