Glomerulus,SynapseCount
PB(L1),155.0
PB(L2),0.0
PB(L3),2.0
PB(L4),12.0
PB(L5),3.0
PB(L6),0.0
PB(L7),3.0
PB(L8),0.0
PB(L9),131.0
PB(R1),85.0
PB(R2),0.0
PB(R3),4.0
PB(R4),3.0
PB(R5),6.0
PB(R6),0.0
PB(R7),19.0
PB(R8),130.0
PB(R9),0.0
