Glomerulus,SynapseCount
PB(R1),1
PB(R2),3
PB(R3),2
PB(R4),3
PB(R5),1
PB(R6),0
PB(R7),2
PB(R8),1
PB(R9),0
PB(L1),3
PB(L2),1
PB(L3),0
PB(L4),1
PB(L5),1
PB(L6),1
PB(L7),0
PB(L8),0
PB(L9),0
