Glomerulus,SynapseCount
PB(R1),1
PB(R2),1
PB(R3),1
PB(R4),3
PB(R5),1
PB(R6),1
PB(R7),1
PB(R8),0
PB(R9),0
PB(L1),1
PB(L2),0
PB(L3),1
PB(L4),0
PB(L5),2
PB(L6),2
PB(L7),4
PB(L8),3
PB(L9),1
