Glomerulus,SynapseCount
PB(R1),1
PB(R2),1
PB(R3),4
PB(R4),2
PB(R5),4
PB(R6),1
PB(R7),0
PB(R8),2
PB(R9),0
PB(L1),0
PB(L2),0
PB(L3),1
PB(L4),2
PB(L5),1
PB(L6),1
PB(L7),0
PB(L8),0
PB(L9),0
