Glomerulus,SynapseCount
PB(L1),30.0
PB(L2),0.0
PB(L3),19.0
PB(L4),28.0
PB(L5),0.0
PB(L6),4.0
PB(L7),4.0
PB(L8),719.0
PB(L9),48.0
PB(R1),814.0
PB(R2),57.0
PB(R3),17.0
PB(R4),19.0
PB(R5),20.0
PB(R6),14.0
PB(R7),8.0
PB(R8),0.0
PB(R9),1316.0
