Glomerulus,SynapseCount
PB(L1),0.0
PB(L2),0.0
PB(L3),3.0
PB(L4),3.0
PB(L5),5.0
PB(L6),0.0
PB(L7),7.0
PB(L8),133.0
PB(L9),5.0
PB(R1),293.0
PB(R2),36.0
PB(R3),1.0
PB(R4),0.0
PB(R5),3.0
PB(R6),3.0
PB(R7),0.0
PB(R8),1.0
PB(R9),52.0
