,mean_red,mean_green,total_red,total_green,n_red_px,n_green_px
1,542.5150271128903,171.03890465136274,732247180.0,175063108.0,1349727,1023528
2,475.6163008013,157.63641973387286,885110521.0,202578563.0,1860976,1285100
3,348.5812313819391,148.51368490639334,453909582.0,130749369.0,1302163,880386
4,325.1237358098106,147.73487586693824,332307995.0,105249428.0,1022097,712421
5,749.4742015580578,171.3287789592958,2481446875.0,319644505.0,3310917,1865679
6,250.74914674434456,123.84395634042397,288804091.0,54167365.0,1151765,437384
7,225.6009103638494,124.0021115647065,266647868.0,50210067.0,1181945,404913
8,264.12992815014286,128.64090423094547,322213420.0,49690508.0,1219905,386273
9,196.75761510961794,116.66506895628777,274087293.0,33126813.0,1393020,283948
10,274.23226184064777,109.6650921083314,797910851.0,65840728.0,2909617,600380
11,270.45577053504695,130.38419220405473,1016465552.0,199889267.0,3758343,1533079
12,342.4854827641825,157.322643303574,717705043.0,189767764.0,2095578,1206233
13,1090.7789527873117,203.65732425089288,3277880197.0,398475106.0,3005082,1956596
14,535.417310716047,173.16868593598159,530873224.0,93018945.0,991513,537158
15,558.0248982047658,186.10817370097007,398803654.0,78141425.0,714670,419871
16,767.3570775292917,230.3863899305347,851602909.0,141982294.0,1109787,616279
17,985.2494892194837,243.2939515070172,1083082793.0,166768272.0,1099298,685460
18,826.1341106555245,237.7484072047591,841591906.0,155384751.0,1018711,653568
